word,pinyin,definition
前者,qian2 zhe3,the former
后者,hou4 zhe3,the latter
作者,zuo4 zhe3,author; writer
生意,sheng1 yi4,life force/vitality
会意,hui4 yi4,"combined ideogram (one of the Six Methods 六書|六书[liu4 shu1] of forming Chinese characters)/Chinese character that combines the meanings of existing elements/also known as joint ideogram or associative compound/to comprehend without being told explicitly/to cotton on/knowing (smile, glance etc)"
不经意,bu4 jing1 yi4,not paying attention/carelessly/by accident
同意,tong2 yi4,to agree/to consent/to approve
一心一意,yi1 xin1 yi1 yi4,concentrating one's thoughts and efforts/single-minded/bent on/intently
好意,hao3 yi4,good intention/kindness
本意,ben3 yi4,original idea/real intention/etymon
在意,zai4 yi4,to care about/to mind
心意,xin1 yi4,intention/regard; kindly feelings
主意,zhu3 yi5,plan/idea/decision/CL:個|个[ge4]/Beijing pr. [zhu2 yi5]
出主意,chu1 zhu3 yi5,to come up with ideas/to make suggestions/to offer advice
大意,da4 yi4,general idea/main idea
得意,de2 yi4,proud of oneself/pleased with oneself/complacent
用意,yong4 yi4,intention/purpose
过意不去,guo4 yi4 bu4 qu4,to feel very apologetic
有意,you3 yi4,to intend/intentionally/interested in
如意,ru2 yi4,"as one wants; according to one's wishes/ruyi scepter, a symbol of power and good fortune"
意想不到,yi4 xiang3 bu4 dao4,unexpected/previously unimagined
无所事事,wu2 suo3 shi4 shi4,to have nothing to do/to idle one's time away (idiom)
无能,wu2 neng2,incompetence/inability/incapable/powerless
一无所有,yi1 wu2 suo3 you3,not having anything at all (idiom); utterly lacking/without two sticks to rub together
无理,wu2 li3,irrational/unreasonable
无法,wu2 fa3,unable/incapable
无所作为,wu2 suo3 zuo4 wei2,attempting nothing and accomplishing nothing (idiom); without any initiative or drive/feckless
一事无成,yi1 shi4 wu2 cheng2,to have achieved nothing/to be a total failure/to get nowhere
无意,wu2 yi4,inadvertent/accidental/to have no intention of (doing sth)
无不,wu2 bu4,none lacking/none missing/everything is there/everyone without exception
大力,da4 li4,energetically/vigorously
力不从心,li4 bu4 cong2 xin1,less capable than desirable (idiom); not as strong as one would wish/the spirit is willing but the flesh is weak
得力,de2 li4,able/capable/competent/efficient
主力,zhu3 li4,main force/main strength of an army
实力,shi2 li4,strength
动力,dong4 li4,motive power/force/(fig.) motivation/impetus
用力,yong4 li4,to exert oneself physically
无能为力,wu2 neng2 wei2 li4,impotent (idiom)/powerless/helpless
人力,ren2 li4,manpower/labor power
无力,wu2 li4,powerless/lacking strength
有力,you3 li4,powerful/forceful/vigorous
着力,zhuo2 li4,to put effort into sth/to try really hard
能力,neng2 li4,capability/ability/CL:個|个[ge4]
它们,ta1 men5,they (for inanimate objects)
与其,yu3 qi2,"rather than.../與其|与其[yu3 qi2] A 不如[bu4 ru2] B (rather than A, better to B)"
生长,sheng1 zhang3,to grow/to grow up/to be brought up
所长,suo3 chang2,what one is good at
部长,bu4 zhang3,"head of a (government etc) department/section chief/section head/secretary/minister/CL:個|个[ge4],位[wei4],名[ming2]"
成长,cheng2 zhang3,to mature/to grow/growth
会长,hui4 zhang3,"president of a club, committee etc"
长大,zhang3 da4,to grow up
家长,jia1 zhang3,head of a household/family head/patriarch/parent or guardian of a child
机动,ji1 dong4,"locomotive/motorized/power-driven/adaptable/flexible (use, treatment, timing etc)"
时机,shi2 ji1,fortunate timing/occasion/opportunity
动机,dong4 ji1,motive; motivation
生机,sheng1 ji1,opportunity to live/to reprieve from death/life force/vitality
开机,kai1 ji1,to start an engine/to boot up (a computer)/to press Ctrl-Alt-Delete/to begin shooting a film or TV show
机会,ji1 hui4,opportunity/chance/occasion/CL:個|个[ge4]
有机,you3 ji1,organic
十分,shi2 fen1,very/completely/utterly/extremely/absolutely/hundred percent/to divide into ten equal parts
人民,ren2 min2,the people/CL:個|个[ge4]
民主,min2 zhu3,democracy
民意,min2 yi4,public opinion/popular will/public will
民用,min2 yong4,(for) civilian use
国民,guo2 min2,nationals/citizens/people of a nation
公里,gong1 li3,kilometer
公用,gong1 yong4,public/for public use
公开,gong1 kai1,open; overt; public/to make public; to release
公事,gong1 shi4,work-related matters/documents
公道,gong1 dao4,justice/fairness/public highway
主人公,zhu3 ren2 gong1,hero (of a novel or film); main protagonist
公民,gong1 min2,citizen
公然,gong1 ran2,openly/publicly/undisguised
公主,gong1 zhu3,princess
从此,cong2 ci3,from now on/since then/henceforth
此后,ci3 hou4,after this/afterwards/hereafter
如此,ru2 ci3,like this; so; such
因此,yin1 ci3,thus; consequently; as a result
与此同时,yu3 ci3 tong2 shi2,at the same time; meanwhile
此时,ci3 shi2,now/this moment
此前,ci3 qian2,before this/before then/previously
此事,ci3 shi4,this matter
为此,wei4 ci3,for this reason/with regards to this/in this respect/in order to do this/to this end
已经,yi3 jing1,already
不已,bu4 yi3,endlessly/incessantly
而已,er2 yi3,that's all/nothing more
不得已,bu4 de2 yi3,to act against one's will/to have no alternative but to/to have to/to have no choice/must
工会,gong1 hui4,labor union/trade union/CL:個|个[ge4]
人工,ren2 gong1,artificial/manpower/manual work
民工,min2 gong1,migrant worker (who moved from a rural area of China to a city to find work)/temporary worker enlisted on a public project
工作日,gong1 zuo4 ri4,workday/working day/weekday
开工,kai1 gong1,to begin work (of a factory or engineering operation)/to start a construction job
工人,gong1 ren2,"worker/CL:個|个[ge4],名[ming2]"
工地,gong1 di4,construction site
工作,gong1 zuo4,"to work/(of a machine) to operate/job/work/task/CL:個|个[ge4],份[fen4],項|项[xiang4]"
分工,fen1 gong1,to divide up the work/division of labor
动工,dong4 gong1,to start (a building project)
使用,shi3 yong4,to use/to employ/to apply/to make use of
使者,shi3 zhe3,emissary/envoy
使得,shi3 de5,usable/workable/feasible/doable/to make/to cause
大使,da4 shi3,"ambassador/envoy/CL:名[ming2],位[wei4]"
行使,xing2 shi3,to exercise (a right etc)
天使,tian1 shi3,angel
心情,xin1 qing2,mood; frame of mind/CL:個|个[ge4]
情人,qing2 ren2,lover/sweetheart
行情,hang2 qing2,market price/quotation of market price/the current market situation
同情,tong2 qing2,to sympathize with/sympathy
人情,ren2 qing2,human emotions/social relationship/friendship/favor/a good turn
说情,shuo1 qing2,to intercede/to plead for sb else
国情,guo2 qing2,the characteristics and circumstances particular to a country/current state of a country
事情,shi4 qing5,"affair/matter/thing/business/CL:件[jian4],樁|桩[zhuang1]"
无情,wu2 qing2,pitiless/ruthless/merciless/heartless
明日,ming2 ri4,tomorrow
明明,ming2 ming2,obviously/plainly/undoubtedly/definitely
明天,ming2 tian1,tomorrow
明年,ming2 nian2,next year
分明,fen1 ming2,clear/distinct/evidently/clearly
说明,shuo1 ming2,to explain/to illustrate/to indicate/to show/to prove/explanation/directions/caption/CL:個|个[ge4]
发明,fa1 ming2,to invent/an invention/CL:個|个[ge4]
本性,ben3 xing4,natural instincts/nature/inherent quality
中性,zhong1 xing4,neutral
性情,xing4 qing2,nature/temperament
天性,tian1 xing4,nature/innate tendency
个性,ge4 xing4,individuality/personality
性能,xing4 neng2,function; performance; behavior
人性,ren2 xing4,human nature/humanity/human/the totality of human attributes
理性,li3 xing4,reason/rationality/rational
一无所知,yi1 wu2 suo3 zhi1,not knowing anything at all (idiom); completely ignorant/without an inkling
不知,bu4 zhi1,"not to know/unaware/unknowingly/fig. not to admit (defeat, hardships, tiredness etc)"
得知,de2 zhi1,to find out/to learn of
不得而知,bu4 de2 er2 zhi1,unknown/unable to find out
无知,wu2 zhi1,ignorant/ignorance
可想而知,ke3 xiang3 er2 zhi1,it is obvious that.../as one can well imagine...
不为人知,bu4 wei2 ren2 zhi1,not known to anyone/secret/unknown
知道,zhi1 dao4,to know; to become aware of/also pr. [zhi1 dao5]
全国,quan2 guo2,whole nation/nationwide/countrywide/national
全部,quan2 bu4,whole; all
全心全意,quan2 xin1 quan2 yi4,heart and soul/wholeheartedly
全力,quan2 li4,with all one's strength/full strength/all-out (effort)/fully (support)
全家,quan2 jia1,whole family
全面,quan2 mian4,all-around/comprehensive/total/overall
全长,quan2 chang2,overall length/span
全能,quan2 neng2,omnipotent/all-round/strong in every area
全年,quan2 nian2,the whole year/all year long
全都,quan2 dou1,all/without exception
无关,wu2 guan1,unrelated/having nothing to do (with sth else)
过关,guo4 guan1,to cross a barrier/to get through (an ordeal)/to pass (a test)/to reach (a standard)
关上,guan1 shang4,"to close (a door)/to turn off (light, electrical equipment etc)"
把关,ba3 guan1,to guard a pass/to check on sth
公关,gong1 guan1,public relations
关机,guan1 ji1,to turn off (a machine or device)/to finish shooting a film
机关,ji1 guan1,mechanism; gear/machine-operated/office; agency; organ; organization; establishment; institution; body/stratagem; scheme; intrigue; plot; trick/CL:個|个[ge4]
开关,kai1 guan1,power switch/gas valve/to open the city (or frontier) gate/to open and close/to switch on and off
关于,guan1 yu2,pertaining to/concerning/with regard to/about/a matter of
关心,guan1 xin1,to be concerned about/to care about
有关,you3 guan1,to have sth to do with/to relate to/related to/to concern/concerning
起点,qi3 dian3,starting point
点子,dian3 zi5,spot/point/dot/speck/drop (of liquid)/droplet/point (of argument)/idea/crux/indication/pointer
点心,dian3 xin5,light refreshments/pastry/dim sum (in Cantonese cooking)/dessert
出发点,chu1 fa1 dian3,starting point/(fig.) basis/motive
一点点,yi1 dian3 dian3,a little bit
要点,yao4 dian3,main point/essential
地点,di4 dian3,place/site/location/venue/CL:個|个[ge4]
正是,zheng4 shi4,(emphasizes that sth is precisely or exactly as stated)/precisely/exactly/even/if/just like/in the same way as
公正,gong1 zheng4,just; fair; equitable
正好,zheng4 hao3,just (in time)/just right/just enough/to happen to/to chance to/by chance/it just so happens that
正在,zheng4 zai4,just at (that time)/right in (that place)/right in the middle of (doing sth)
正当,zheng4 dang1,timely/just (when needed)
正面,zheng4 mian4,front/obverse side/right side/positive/direct/open
正如,zheng4 ru2,just as/precisely as
作业,zuo4 ye4,school assignment/homework/work/task/operation/CL:個|个[ge4]/to operate
学业,xue2 ye4,studies/schoolwork
开业,kai1 ye4,to open a business/to open a practice/open (for business)
工业,gong1 ye4,industry
事业,shi4 ye4,"undertaking/project/activity/(charitable, political or revolutionary) cause/publicly funded institution, enterprise or foundation/career/occupation/CL:個|个[ge4]"
就业,jiu4 ye4,to get a job/employment
从业,cong2 ye4,to practice (a trade)
行业,hang2 ye4,trade; profession; industry; business
外面,wai4 mian4,outside (also pr. [wai4 mian5] for this sense)/surface/exterior/external appearance
外地,wai4 di4,parts of the country other than where one is
外来,wai4 lai2,external/foreign/outside
此外,ci3 wai4,besides/in addition/moreover/furthermore
国外,guo2 wai4,abroad/external (affairs)/overseas/foreign
之外,zhi1 wai4,outside/excluding
外出,wai4 chu1,to go out/to go away (on a trip etc)
以外,yi3 wai4,apart from/other than/except for/external/outside of/on the other side of/beyond
外国,wai4 guo2,foreign (country)/CL:個|个[ge4]
中外,zhong1 wai4,Sino-foreign/Chinese-foreign/home and abroad
分外,fen4 wai4,exceptionally/not one's responsibility or job
外行,wai4 hang2,layman/amateur
外部,wai4 bu4,external part/external
对外,dui4 wai4,external/foreign/pertaining to external or foreign (affairs)
意外,yi4 wai4,unexpected/accident/mishap/CL:個|个[ge4]
外公,wai4 gong1,(coll.) mother's father/maternal grandfather
将来,jiang1 lai2,in the future/future/the future/CL:個|个[ge4]
将要,jiang1 yao4,will/shall/to be going to
将军,Jiang1 jun1,(common place name)
有两下子,you3 liang3 xia4 zi5,to have real skill/to know one's stuff
高大,gao1 da4,tall; lofty; towering
高于,gao1 yu2,greater than/to exceed
高中,gao1 zhong1,senior high school/abbr. for 高級中學|高级中学[gao1 ji2 zhong1 xue2]
高明,Gao1 ming2,"Gaoming District of Foshan City 佛山市[Fo2 shan1 Shi4], Guangdong"
其间,qi2 jian1,in between/within that interval/in the meantime
时间,shi2 jian1,time/period/CL:段[duan4]
中间,zhong1 jian1,the middle; the inside/in the middle; within; between; among/during; in the meantime
人间,ren2 jian1,the human world/the earth
之间,zhi1 jian1,"(after a noun) between; among; amid/(used after certain bisyllabic words to form expressions indicating a short period of time, e.g. 彈指之間|弹指之间[tan2 zhi3 zhi1 jian1])"
民间,min2 jian1,among the people/popular/folk/non-governmental/involving people rather than governments
不由得,bu4 you2 de5,can't help/cannot but
由于,you2 yu2,due to/as a result of/thanks to/owing to/since/because
由此,you2 ci3,hereby/from this
不由自主,bu4 you2 zi4 zhu3,can't help; involuntarily (idiom)
由此看来,you2 ci3 kan4 lai2,thereby/judging from this
自由,zi4 you2,freedom; liberty/free; unrestricted/CL:種|种[zhong3]
由来,you2 lai2,origin
自由自在,zi4 you2 zi4 zai4,free and easy (idiom); carefree/leisurely
理由,li3 you2,reason/grounds/justification/CL:個|个[ge4]
学问,xue2 wen4,learning/knowledge/CL:個|个[ge4]
最好,zui4 hao3,best/(you) had better (do what we suggest)
最后,zui4 hou4,final/last/finally/ultimate
重现,chong2 xian4,to reappear
着重,zhuo2 zhong4,to put emphasis on; to stress
重心,zhong4 xin1,center of gravity/central core/main part
重点,chong2 dian3,to recount (e.g. results of election)/to re-evaluate
重大,zhong4 da4,great/important/major/significant
看重,kan4 zhong4,to regard as important; to value
重中之重,zhong4 zhong1 zhi1 zhong4,of the utmost importance/of highest priority
重要,zhong4 yao4,important/significant/major
并行,bing4 xing2,"to proceed in parallel/side by side (of two processes, developments, thoughts etc)"
人物,ren2 wu4,"person; personage; figure (esp. sb of importance)/character (in a play, novel etc)/figure painting (as a genre of traditional Chinese painting)"
